epoch,accu,auc,fn,fp,loss,pr,rc,tn,tp,val_accu,val_auc,val_fn,val_fp,val_loss,val_pr,val_rc,val_tn,val_tp
0,0.6776568293571472,0.7386646866798401,3226.0,2992.0,0.8064109086990356,0.6816682815551758,0.6651095151901245,6665.0,6407.0,0.5933587551116943,0.6144074201583862,1852.0,389.0,1.1312605142593384,0.7025994062423706,0.33164921402931213,2351.0,919.0
1,0.821721076965332,0.8965516686439514,1806.0,1633.0,0.6295788288116455,0.827433168888092,0.8125778436660767,8021.0,7830.0,0.696062445640564,0.761832058429718,780.0,895.0,0.7930665016174316,0.6891281604766846,0.7178003191947937,1852.0,1984.0
2,0.8826853036880493,0.942743182182312,1050.0,1213.0,0.49656760692596436,0.8761866092681885,0.8910109996795654,8443.0,8584.0,0.9067319631576538,0.9666560888290405,343.0,171.0,0.4604489207267761,0.9342813491821289,0.8763518333435059,2566.0,2431.0
3,0.8995334506034851,0.9521089792251587,897.0,1041.0,0.4398626983165741,0.8936017751693726,0.9069502353668213,8609.0,8743.0,0.9118127226829529,0.9717754125595093,194.0,292.0,0.3989008069038391,0.8979734182357788,0.9298118948936462,2455.0,2570.0
4,0.9120269417762756,0.9584793448448181,732.0,965.0,0.39538201689720154,0.9021992683410645,0.9240190982818604,8691.0,8902.0,0.921974241733551,0.972237765789032,314.0,116.0,0.35456082224845886,0.9549164175987244,0.8866835236549377,2624.0,2457.0
5,0.9182996153831482,0.9596969485282898,658.0,918.0,0.3675757348537445,0.9072258472442627,0.9317073225975037,8737.0,8977.0,0.9190709590911865,0.9702280163764954,262.0,184.0,0.3441888093948364,0.9315221309661865,0.9052441120147705,2562.0,2503.0
6,0.923172652721405,0.96387779712677,615.0,867.0,0.3402375876903534,0.9123091101646423,0.936170220375061,8788.0,9020.0,0.9121756553649902,0.9691483378410339,343.0,141.0,0.3348679840564728,0.945327639579773,0.876663088798523,2589.0,2438.0
7,0.9235873222351074,0.9641713500022888,656.0,818.0,0.32905006408691406,0.9165220856666565,0.9319290518760681,8835.0,8981.0,0.9243331551551819,0.9713149070739746,57.0,360.0,0.3681993782520294,0.8829649090766907,0.9794446229934692,2378.0,2716.0
